"BLACKPINK -- How You Like That M/V :-
1st day : 82,377,522( 86.3 million actual)
2nd day : 120,984,020(+38,606,498)
3rd day : 142,060,219(+21,076,199)
4th day : 160,364,538(+18,304,319)
5th day : 174,048,655(+13,684,117)
6th day : 187,014,024(+12,965,369)
7th day : 199,407,547(+12,393,523)
8th day : 211,878,872(+12,471,325)
9th day : 222,074,296(+10,195,424)
10th day : 231,167,779(+9,093,483)
11th day : 239,147,542(+7,979,763)
12th day : 246,643,534(+7,495,992)
13th day : 253,410,732(+6,767,198)
14th day : 260,043,533(+6,632,801)
15th day : 266,584,022(+6,540,489)
16th day : 272,924,757(+6,360,735)
17th day : 278,580,459(+5,655,702)
18th day : 284,164,244(+5,583,785)
19th day : 289,679,500(+5,515,256)
20th day : 294,692,906(+5,013,406)
21st day : 299,983,798(+5,290,892)
22nd day : 306,117,499(+6,133,701)
23rd day : 311,403,460(+5,285,961)
24th day : 316,214,407(+4,810,947)
25th day : 320,764,886(+4,550,479)
26th day : 325,559,217(+4,794,331)
27th day : 330,365,461(+4,806,130)
28th day : 335,225,664(+4,860,203)
29th day : 340,096,276(+4,870,612)
30th day : 345,017,484(+4,921,208)
31st day : 349,580,346(+4,562,862)
32nd day : 354,104,121(+4,523,775)
33rd day : 358,626,076(+4,521,955)
34th day : 363,072,827(+4,446,751)
35th day : 367,376,721(+4,303,894)
36th day : 371,621,634(+4,244,913)
37th day : 375,972,724(+4,351,090)
38th day : 379,825,295(+3,852,571)
39th day : 383,604,782(+3,779,487)
40th day : 387,365,362(+3,760,580)
41st day : 391,128,999(+3,763,637)
42nd day : 394,814,543(+3,685,544)
43rd day : 399,054,136(+4,239,593)
44th day : 403,315,779(+4,261,643)
45th day : 407,003,317(+3,687,538)
46th day : 410,547,415(+3,544,098)
47th day : 414,188,714(+3,641,299)
48th day : 417,792,465(+3,603,751)
49th day : 421,396,206(+3,603,741)
50th day : 425,042,181(+3,645,975)
51st day : 428,598,312(+3,556,131)
52nd day : 431,807,481(+3,209,169)
53rd day : 435,068,052(+3,260,571)
54th day : 438,318,515(+3,250,463)
55th day : 441,550,442(+3,231,927)
56th day : 444,775,033(+3,224,591)
57th day : 448,663,368(+3,888,335)
58th day : 452,385,947(+3,722,579)
59th day : 455,578,531(+3,192,584)
60th day : 458,643,082(+3,064,551)
61st day : 461,619,805(+2,976,723)
62nd day : 464,587,631(+2,967,826)
63rd day : 468,088,361(+3,500,730)
64th day : 472,482,236(+4,393,875)
65th day : 476,059,133(+3,576,897)
66th day : 479,214,704(+3,155,571)
67th day : 482,185,864(+2,971,160)
68th day : 485,120,857(+2,934,993)
69th day : 487,941,188(+2,820,331)
70th day : 490,676,630(+2,735,442)
71st day : 493,485,531(+2,808,901)
72nd day : 496,312,324(+2,826,793)
73rd day : 498,807,264(+2,494,940)
74th day : 501,516,593(+2,709,329)
75th day : 503,943,517(+2,436,924)
76th day : 506,393,410(+2,449,893)
77th day : 508,750,610(+2,357,200)
78th day : 511,126,133(+2,375,523)
79th day : 513,756,264(+2,630,131)
80th day : 516,188,724(+2,432,460)
81st day : 518,746,063(+2,557,339)
82nd day : 521,122,353(+2,376,290)
83rd day : 523,428,906(+2,306,553)
84th day : 525,887,813(+2,458,907)
85th day : 528,453,991(+2,566,178)
86th day : 531,044,576(+2,590,585)
87th day : 533,395,100(+2,350,524)
88th day : 535,679,939(+2,284,829)
89th day : 537,918,059(+2,238,120)
90th day : 540,207,017(+2,288,958)
91st day : 542,623,987(+2,416,970)
92nd day : 545,258,141(+2,634,154)
93rd day : 547,902,129(+2,643,988)
94th day : 550,137,213(+2,235,084)
95th day : 552,258,698(+2,121,485)
96th day : 554,381,805(+2,123,107)
97th day : 556,546,095(+2,164,290)
98th day : 558,955,563(+2,409,468)
99th day : 561,862,893(+2,907,330)
100th day : 564,711,618(+2,848,725)
101st day : 567,283,817(+2,572,199)
102nd day : 569,649,174(+2,365,357)
103rd day : 571,949,002(+2,299,828)
104th day : 574,051,470(+2,102,468)
105th day : 576,138,138(+2,086,668)
106th day : 578,264,716(+2,130,578)
107th day : 580,394,961(+2,130,245)
108th day : 582,293,708(+1,898,747)
109th day : 584,133,024(+1,839,316)
110th day: 585,847,041(+1,714,017)
111st day : 587,682,481(+1,835,440)
112nd day : 589,611,364(+1,928,883)
113rd day : 591,759,107(+2,147,743)
114th day : 593,904,706(+2,145,599)
115th day : 595,790,872(+1,886,166)
116th day : 597,680,446(+1,889,574)
117th day : 599,579,080(+1,898,634)
118th day : 601,566,424(+1,987,344)
119th day : 603,567,599(+2,001,175)
120th day : 605,540,166(+1,972,567)
121st day : 607,592,036(+2,051,870)
122nd day : 609,416,878(+1,824,842)
123rd day : 611,229,974(+1,813,096)
124th day : 613,002,737(+1,772,763)
125th day : 614,733,775(+1,731,038)
126th day : 616,517,688(+1,783,913)
127th day : 618,368,067(+1,850,379)
128th day : 620,134,833(+1,766,766)
129th day : 621,724,478(+1,589,645)
130th day : 623,378,780(+1,654,302)
131st day : 625,068,724(+1,689,944)
132nd day : 626,744,628(+1,675,904)
133rd day : 628,466,581(+1,721,953)
134th day : 630,257,309(+1,790,728)
135th day : 632,067,684(+1,810,375)
136th day : 633,711,624(+1,643,940)
137th day : 635,308,644(+1,597,020)
138th day : 636,925,150(+1,616,506)
139th day : 638,414,252(+1,489,102)
140th day : 639,974,622(+1,560,370)
141st day : 641,677,612(+1,702,990)
142nd day : 643,359,482(+1,681,870)
143rd day : 644,908,369(+1,548,887)
144th day : 646,480,030(+1,571,661)
145th day : 648,137,976(+1,657,946)
146th day : 649,893,083(+1,755,107)
147th day : 651,828,978(+1,935,895)
148th day : 653,882,289(+2,053,311)
149th day : 655,827,701(+1,945,412)
150th day : 657,557,284(+1,729,583)
151st day : 659,246,633(+1,689,349)
152nd day : 660,946,735(+1,700,102)
153rd day : 662,640,138(+1,693,403)
154th day : 664,308,967(+1,668,829)
155th day : 665,985,724(+1,676,757)
156th day : 667,735,729(+1,750,005)
157th day : 669,332,485(+1,596,756)
158th day : 670,919,091(+1,586,606)
159th day : 672,568,341(+1,649,250)
160th day : 674,149,738(+1,581,397)
161st day : 675,748,641(+1,598,903)
162nd day : 677,418,654(+1,670,013)
163rd day : 679,078,605(+1,659,951)
164th day : 680,580,526(+1,501,921)
165th day : 682,029,696(+1,449,170)
166th day : 683,462,369(+1,432,373)
167th day : 684,914,671(+1,452,302)
168th day : 686,348,014(+1,433,343)
169th day : 687,871,389(+1,523,375)
170th day : 689,506,505(+1,634,116)
171st day : 691,063,293(+1,556,788)
172nd day : 692,832,972(+1,769,679)
173rd day : 695,219,799(+2,386,827)
174th day : 697,037,419(+1,817,620)
175th day : 698,706,216(+1,668,797)
176th day : 700,481,234(+1,775,018)
177th day : 702,054,058(+1,572,824)
178th day : 703,437,850(+1,383,792)
179th day : 704,774,767(+1,336,917)
180th day : 706,112,512(+1,337,745)
181st day : 707,483,986(+1,371,474)
182nd day : 708,926,630(+1,442,644)
183rd day : 710,212,004(+1,285,374)
184th day : 711,539,432(+1,327,428)
185th day : 712,831,561(+1,292,129)
186th day : 714,148,933(+1,317,372)
187th day : 715,496,407(+1,347,474)
188th day : 716,905,409(+1,409,002)
189th day : 718,512,072(+1,606,663)
190th day : 719,826,089(+1,314,017)
191st day : 721,133,388(+1,307,299)
192nd day : 722,361,288(+1,227,900)
193rd day : 723,622,436(+1,261,148)
194th day : 724,922,026(+1,299,590)
195th day : 726,209,122(+1,287,096)
196th day : 727,482,396(+1,273,274)
197th day : 728,809,169(+1,326,773)
198th day : 730,171,285(+1,362,116)
199th day : 731,431,493(+1,260,208)
200th day : 732,688,488(+1,256,995)
201st day : 733,943,666(+1,255,178)
202nd day : 735,203,588(+1,259,922)
203rd day : 736,450,131(+1,246,543)
204th day : 737,745,785(+1,295,654)
205th day : 739,045,734(+1,299,949)
206th day : 740,250,767(+1,205,033)
207th day : 741,441,748(+1,190,981)
208th day : 742,700,132(+1,258,384)
209th day : 743,895,529(+1,195,397)
210th day : 745,131,452(+1,235,923)
211st day : 746,365,704(+1,234,252)
212nd day : 747,617,904(+1,252,200)
213rd day : 748,764,993(+1,147,089)
214th day : 749,939,971(+1,174,978)
215th day : 751,189,409(+1,249,438)
216th day : 752,379,763(+1,190,354)
217th day : 753,542,559(+1,162,796)
218th day : 754,692,813(+1,150,254)
219th day : 755,871,819(+1,179,006)
220th day : 756,929,407(+1,057,588)
221st day : 757,953,463(+1,024,056)
222nd day : 758,988,159(+1,034,696)
223rd day : 760,020,839(+1,032,680)
224th day : 761,106,992(+1,086,153)
225th day : 762,198,967(+1,091,975)
226th day : 763,341,976(+1,143,009)
227th day : 764,357,232(+1,015,256)
228th day : 765,424,447(+1,067,215)
229th day : 766,514,685(+1,090,238)
230th day : 767,656,750(+1,142,065)
231st day : 768,814,501(+1,157,751)
232nd day : 769,937,263(+1,122,762)
233rd day : 771,059,797(+1,122,534)
234rd day : 772,068,673(+1,008,876) 
235th day : 773,070,065(+1,001,392) 
236th day : 774,042,254(+972,189)
237th day : 775,016,484(+974, 230) 
238th day : 776,044,151(+1,027,667) 
239th day : 777,123,517(+1,079,366) 
240th day : 778,218,335(+1,094,818) 
241st day : 779,200,234(+981,899) 
242nd day : 780,220,189(+1,019,955)
243rd day : 781,265,588(+1,045,399) 
244th day : 782,323,615(+1,058,027) 
245th day : 783,416,528(+1,092,913) 
246th day : 784,558,772(+1,142,244) 
247th day : 785,707,781(+1,149,009) 
248th day : 786,754,736(+1,046,955) 
249th day : 787,760,918(+1,006,182) 
250th day : 788,782,438(+1,021,520) 
251st day : 789,803,301(+1,020,863) 
252nd day : 790,885,207(+1,081,906) 
253rd day : 792,023,160(+1,137,953) 
254th day : 793,172,296(+1,049,136) 
255th day : 794,206,875(+1,034,579) 
256th day : 795,214,163(+1,007,288) 
257th day : 796,257,273(+1,043,110) 
258th day : 797,312,975(+1,055,702) 
259th day : 798,422,551(+1,109,576) 
260th day : 799,769,997(+1,347,448) 
261st day : 801,055,067(+1,285,070) 
262nd day : 802,127,502(+1,072,435) 
263rd day : 803,170,745(+1,043,243) 
264th day : 804,107,922(+937,177) 
265th day : 805,232,027(+1,124,105) 
266th day : 806,256,269(+1,024,242) 
267th day : 807,345,029(+1,088,760) 
268th day : 808,407,707(+1,062,678) 
269th day : 809,343,460(+935,753) 
270th day : 810,321,777(+978,317)
271st day : 811,303,775(+981,998) 
272nd day : 812,260,412(+956,637) 
273rd day : 813,306,083(+1,045,671)
274th day : 814,340,513(+1,033,430)
275th day : 815,337,268(+996,755) 
276th day : 816,249,838(+912,570)
277th day : 817,144,137(+894,299)
278th day : 818,045,180(+901,043)","3.8만"
"STRONGGGGG MV!!!","0"
"This is amazing","2"
"-1, 2, 3, 새로운 시작입니다! 나는 과거와 나의 모든 고통을 잊을 것이다.","2"
"I was about to fall asleep then I remembered “BLACKPINK’S COMEBACK!”","155"
"I watch this again.","1"
"AWESOME","2"
"ماكو شي يسد النفس اكثر من استاذ الرياضيات.","1"
"You are the most perfect you there is.","4"
"Jennie and Lisa : look at you, now look at me

Inner me: I already did :>","233"
"1B IS COMING!","1"
"Chorus has me all confused with fillers for the song but it was getting better after 2:26 but that's just my opinion.","1"
"love you so muchhh","3"
"every one thinks that we're perfect","0"
"yg: how many outfits do you want?
blackpink: yes","165"
"2:33السبهه من فمكك عسللللل يبنتيي😩.","1"
"NICE","2"
"Please 1 Bilion💜💜","3"
"they are so beautiful!!!!","0"
"this is what i waiting for","1"
"WHO SO MANY LIKES I ONLY CAME BACK LIKE ONE SECOND AND THERE'S JHDJSBSHSHSB","0"
"Up","0"
"91M yesss","0"
"me toooo~~","1"
"stream gods menu 💕😘","0"
" @kris :3 tina  no emojis pls.","0"
"30 outfits","0"
" @kris :3 tina  no emoji","0"
"....","0"
"Corona: making this year worse 


blackpink : you gon' like that that that","170"
"Lisa is the best","3"
"there will never be another blackpink in kpop","0"
"Slaying again✨","0"
"I'm excited because the song has reached 1 billion views, so excited for solo lisa.","0"
"They said “ look at you now look at me” and I felt that","171"
"LISA SOLO COMING 😎","2"
"Me.encantaaaaaaaa","1"
"22:42 min
Record de YOUTUBE en menos d 24 horas:
79 MILLONES de visita","6"
"واو مررره حلوه تجنن😂😭💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜","1"
"LA BELLEZA DE JENNIE NO ES UNA BROMA","162"
"ابدا ماحب النوع هذا من الميوزك بس بلاكبينك يخلون الزق حلو حبيييييييت يهبللووووو الله لا يلعنهم كيوتات","376"
"ไอเลิฟแอนเนจี้ลิซ่าและทุกคนนนนน","3.4천"
"Guys, can we get 1b in this months?","0"
"This is amazing","0"
"VLive Blink: OH MY GOD YES QUEENS

YouTube Blink: 
“No one:
Literally no one:”","169"
"Jennie your hair is so awesome!","1"
"İ can't wait for Lisa solo","0"
"siz hardan ən böyük bp fanartı olursuz ?","0"
"perfeitas","0"
"this is bp's year to flourish no matter what
and blinks hard work will pay off","0"
"bp is the only thing keeping me happy these days
they just make me so happy i forget to sulk about corona","0"
"I think this song is for their haters so they sang as you said🤗❤️","0"
"Todas son lindas 🥳","11"
"Te creo😁","3"
"Si todas son lindas","3"
" @yanderli Bernabel  ya lo se, pero quise Halagar a jennie. LMAOOOOOOOOOOOOOOO","5"
" @yanderli Bernabel  se puede halagar a un solo miembro sin traer a las demás. Aprendan","6"
"TODAS SON HERMOSAS💕🥺","4"
"Todas son lindas😁","4"
"BLINKS ATTENTION!!
IF Y'ALL WANT TO KEEP D4'S RECORD AS THE MOST VIEWED KPOP GROUP MV, STREAM IT HARDLY IN MORE OR LESS 10 TIMES DAILY!!! ALSO, DO NOT JUST STREAM IT, SPREAD IT ALSO TO OTHER BLINKS SO THAT THEY WILL KNOW!!","3"
"💋","1"
"Blinks str3am ddududdudu we need to do it really soon BTS are gonna have the title of  mv of kpop which is fastest to reach 1 billion as you guys did not str3am hylt properly now we should not waste time and str3am dududu to 2 billion","0"
" @HᎽUᎶIN•   تفو عليكي ليش","12"
" @jadila channel  حبيبتي احذفي اليمجي لئن تجمد المشاهدات","9"
" @Anonymous  اوك بس انا قرأت انها ما تجمد المشاهدات ترى قبل ما كنت احط ايموجي بس الحين قرأت انها ما تجمد المشاهدات","7"
"kim malak 
لاتكفين حبيهم ميتين عليك","14"
"والله يبلون 
املون التعليقات بالعربي","2"
" @jadila channel  ممكن الايموجي","2"
" @HᎽUᎶIN•  ترقبي تجميد المشاهدات في ديناميت بس😍🦶","18"
"lidija chanel  ايموجي لا تخطينا","2"
" @• LILI •  اسمعيني مو لازم
ليش تسوي كذا وش ب تستفيدي؟
ولا شي انا بلينك بس كمان ارمي
كل إنسان وتربيه اهله انتي خليكي احسن منها","12"
"lidija chanel  لا تحطي الايمو*جي","3"
"ดันค่ะดันนนนนนน","48"
"ช่วยกันรีพอร์ต อีคอมเม้นต์ no one กันค่ะ","50"
"ดันด้วยยยย","27"
"Love💕💕💕","13"
"ไปเจอบางคอมเม้นบอกรีพอร์ตจะทำให้ยอดวิวสาวๆลด ให้ช่วยกันดันคอมเม้นทีดีๆแทนค่ะ","35"
"Lisa so beautiful","14"
"ดันไปปปป","10"
"ที่สุดละคนนี้ #LISA","19"
"https://youtu.be/-Ijr1XAn3Po","1"
"ใช่","4"
"This is true >_<","2"
"Borrow your comment now and look again the song please","0"
" @itxaso fernandez  hm?","0"
" @sebas   Because Youtube is freezing the views","1"
"Kill this love: look at me look at you
How you like that: look at you now look at me","742"
"Bu 4 kadın bir harika <3333
BLACKPİNK","1"
"ฉันคือคนไทย คนไทยแปลว่าอิสระ","5.1천"
"Amazing","1"
"حقيقة : كل ما حسيت نفسك انك فشلله تذكر ان في هيتر يجوا هيلت ويحطوا مليون ايموجي ويحسبون نفسهم انهم جالسين يجمدوا مشاهدات","3"
"No one:
Not even yg:

Me: almost three hours later almost","452"
"We're almost there! Hang on BLINKS!!!","1"
"l love them  black pink  keep in that way and count on me","1"
"DIOSAAAAASSSSS","0"
"ستاي أفضل اغنيه عندي من اغاني بلاك لان احس كلها مشاعر:).","1"
"""look up in the sky it's a bird, it's a plane""
Me *look up*: hanging laundry","587"
"المدرسة المفروض تعلمنا الأخلاق بس مفي شي من المناهج فيه شي عن الأخلاق يمكن تلقى بس باللغة العربية بالابتدائي و بمادة الدين اتوقع و حتى موضوع واحد أو اثنين🦦.","2"
"Muy linda canción","0"
"Forever beatiful 😊😊","1"
"həmişəki kimi baby","0"
"blackpink on your area 

THIS IS LITERALLY ON FIRE I FEEL IT WAS WORTH WAITING FOR THEM","175"
"Gonna break the record again damnnn I love them so muchh","2"
"Me pueden explicar cuál es la necesidad de poner emojis(comentarios) tóxicos, al fin y al cabo todos somos fans de alguien, me da rabia y impotencia solo decir esto y no poder hacer nada, sé que blink también es un poco tóxico pero no es justo que el esfuerzo de las chicas y de otras personas se vea afectado por peleas innecesarias de fans lo mismo va para blinks no es justo para otros grupos.
Sé que esto se va a quedar al olvidó pero igual lo voy a poner.","7"
"dios son tan hermosas","0"
"Lets get this to 1B BLINKS! Fighting! <3","1"
"Reply button break","2"
"Reaction https://youtu.be/mI9qYeYO1fs","2"
"1🌟🏹🌍🍀","0"
" @Pamela Zamora  please don't comment emojis they will freeze the views of this song","0"
" @Pamela Zamora  .........","0"
"ชั้นจะไม่ยอมเป็นทาสHaterหรอกค่ะ","190"
"เฉียบบบบบบ","84"
"ชั้นรู้ แฟนคลับรู้ แต่แอนตี้ไม่รู้55555","110"
"เบื่อพวก ทำให้ลดยอดวิวอ่ะ 🤦","81"
"ชั้นจะไม่ยอมนอนง่ายๆหรอกค่ะ555","72"
"https://youtu.be/brjs7BiGxbA","7"
"ฉันจะดันเม้นวนไปค่ะ","29"
"ช่วย report spam comments กันพวกเรา","24"
"เพื่อน​ๆ​ ช่วยเข้าไปกดรีพอร์ต​ในคอมเมนท์​ ของสาวๆให้หน่อยนะ​ คือตอนนี้ไอพวกบ้ามั่นมาป่วนในmv ของสาวๆ​ มันจะทำให้ยอดวิวลด​ เพราะระบบมันจะคิดว่าเป็นบ็อท​ คือ​ 
No​ one:
Literall no​ one:
Everyone Comment​ everything​ and​ gets noting of​ likes   
** เจออันนี้ให้กดรายงานเลยค่ะ**","55"
"ทุกคนรู้ love love","22"
"Me too!","1"
"Mee too!","0"
"Me too","0"
"1 min!!!!!","0"
"It's so long","0"
"Me toooo","0"
"Addie Maddie deserves and worths 🥺🥺🥺🥺🥺🥺","1"
"......","0"
"......","0"
"LMFAO SKASKAJWDJAWKS","1"
"Buwung puyuh","2"
"Lmao ㅋㅋㅋ","1"
"nah its just me aint a damn thing changed","0"
"Buwung puyuh","0"
"LMAO JSKSKDKS","1"
"LOL","1"
"what does this even mean","0"
"....","0"
"Yepp","2"
"ong","0"
"You could say they are playing with fire... 



Sorry for the pun it's the best I could think of","1"
"Stream","0"
" @Kpop Ismy life  ..","0"
" @LilHoobae  stream","0"
" @Yuki  stream","1"
"Solo queda reportar los comentarios mientras escuchas su temazo 😔🤘","1"
"Pede pras blink e pra once para de faze isso tb","0"
" @mmctati  Nadie entiende tú taka taka, las ERMY son unas infantiles. Que deberían de estar haciendo stream y están aquí molestando.","0"
"I can’t believe this is actually happening","159"
"perfection ❤️","1"
"Tão perfeitas","0"
"me encanta la cancion  siempre la pongo","0"
"bp my whole heart","1"
"This choreography would literally shine man","229"
"All my love is gone~
Now you're dead and gone~","0"
"We can make it to 100m in 24hrs!","2"
"My god!!! I'm speechless","1"
"No los veo haciendo str3am, vamos blinksss!","3"
"“Look at you now look at me” is stuck in my head and no one talkin bout it👀","903"
"Love you queen","2"
"Don't forget to vote blackpink at vmas as ""best kpop""
Use all your account bcs today we have double votes","3"
"Lista para ahorrar dinero para su próximo consiento.","0"
"حقيقة : روزي صوت كوريا واسيا والكرة الارضية والمجموعة الشمسية ومجرة درب التبانة والكون وتبا لمن اعترض","2"
"Me and my boyfriend after a breakup : 

“Look at you now look at me”","402"
"حقيقة : ليسا جسمها يتناسب مع مواصفات الجسم المثالي ل ايدول كيبوب مما يعني ان ليسا هي افضل جسم بالكيبوب وتبا للنكرة البيعترض","0"
"Beautiful","0"
"Come on you guys there's nobody gonna stop us now","8"
"STAN ARTE, STAN BLACKPINK
STR3AM BLINK!
AMOOOOOOOOOOOOOOOO","0"
"Same i am dying","0"
"I know I stayed up for this and I'm so tired","0"
"....","0"
"..","0"
".......","0"
"......","0"
".......","0"
"Awsome right?","1"
"Yes bro!!!","0"
"Same gurl","6"
"Samee","4"
"Bruh same.","4"
"BLINKS VOTE FOR OUR GIRLS TO BILLBOARD :
https://www.billboard.com/articles/columns/k-town/9410197/blackpinks-how-you-like-that-vs-bts-stay-gold-poll

VOTE NOW!","2"
"Me who’s got the quarantine look: “I get bro you look amazing and I don’t-“","3"
" @Veryl Dane  ชาลๅกีฟล","0"
"4 million comments lezz goo","0"
"Me toooooo some my is worse","1"
"Samee","0"
".....","1"
"Can you send me link plzz","0"
"😒😒😒😒😒","1"
"https://youtu.be/DfyDS4XCNH8","0"
" @حوارات _ 7warat  https://www.youtube.com/watch?v=9OpXDtCubdo","0"
" @Mark NCT  no","0"
"Blackpink: New MV
Blinks: Time to break some records cracks knuckles","429"
"Dios por que tienen que ser tan hermosas? Obvio junto con la canción","6.6천"
"¿Por qué no hay comentarios en español?,,está canción simplemente es arte ¡hasta me dieron ganas de bailar! xd,Lisa se veía hermosa ,todas en general ♡stan blackpink♡","9천"
"1:57 estoy obsesionada con esta parte,escena y letra♡","765"
"Armys presentes !
♡♡♡♡♡♡♡♡
Siempre un coro tan pegajoso
Buenisimo","2.3천"
"""look at you now look at me""

Blackpink you don't need make us feel more potato than we already are!!!","255"
"Vamos BLINK's de todo el mundo a darle  like a este super trabajo de las chicas  y YG porfavor no me las valla a meter al sotano otro año.","3.9천"
"Can we talk about Jisoo’s dance? She has improved a lot!","3.1만"
"I'm not a blink, but this song is a bop. These girls slayed this song","2.2만"
"JISOO QUEEN","4.2천"
"The best part of the song for me was Rose's pre chorus! Nothing shooked me as hard as she did with her part!




Edit: aww I'm glad that you guys agree! But I also want to mention the others:

Lisa's rap part: like she just came in like that, and I just believe they wrote the rap just for her! Becuase you can clearly see that it's totally her style and flow (also did anyone get boombayah vibes?). And that black hair.

Jennie slayed as usual. Love that she's still going strong even with all those haters who are trying to bring her down! Look at her now all you solo stans and antis. I especially love her ""how you like that""

Jisoo was just UGH a literally QUEEN. I've always secretly thought that a lot of Jisoo's hair didn't do her justice but this time it was literally perfect. Her voice in the pre chorus was just gorgeous I seriously love her voice yall.","178"
"Já vi mil vezes mas vale a pena ver de novo essas deusas!! ❤❤❤🇧🇷😘","140"
"1:59 ese movimiento que hace lisa y al final limpiando su hombro ay eres una maldita diosa♡","5.7천"
"""You should've ended me when you had the chance"" - Rosé, 2020","1만"
"Notice how each member represented the elements
Jennie: dressed like a water queen
Rose: surround by earth and flowers
Jisoo: looks like a Fire goddess 
Together dancing: surrounded by ice

Lisa also looks like a badass cleopatra😂","1.2만"
"Them: LOOOK AT YOU NOW LOOK AT ME
Me looking like a rotten potato watching this.","405"
"THIS IS LITERALLY EVERYONE'S ERA","5.2천"
"For the new blinks: 
Rosé is the pretty one
Lisa is the pretty one
Jisoo is the pretty one
And Jennie is the pretty one","1.8만"
"Wee ame este mv de verdad blackpink viene con todo aaa estoy emocionada por lo que de viene en los próximos meses :'33","343"
"Hay q hacer q llegué a los 100 millones antes de sus 24horas , vamos blink si se puede","627"
"PERIODT","3"
" @kim Sunny  Por que?","35"
"Por que son unas diosa dea","102"
"@kookie UwU  esque ellas son hermosas en todas partes :3","63"
" @ρεαcɦყ σɳcε  exacto ajxjsjd","24"
"NO EMOJIS AAAA","20"
" @tobillas Ripper  Si estoy de acuerdo contigo","16"
" @ʍα૨i ʍilozo  Mmm... ¿Por qué?","18"
" @ρεαcɦყ σɳcε  son unas DI-VA-SAS UwU","34"
" @ρεαcɦყ σɳcε  congela las vistas","20"
"Puedes borrar el emoji plis?","13"
"al fin alguien comentando en español !!","395"
"Y si, alguien más que habla español, al fin","243"
"Yo aprendí español durante tres años, y yo estoy feliz cuando vi este comentario jajajajaja bienvenidos a la comunidad de blink 🔥🔥🖤💖","272"
"es stan* no stand","53"
"Español es mi primer idioma pero siempre pongo comentarios en inglés you know?","160"
"pq comentan en inglés, así más gente lo entiende","123"
"Yo vi varios en realidad, pero debido al Spam que había se quedaron muy atrás. Me alegra ver uno de nuevo jaja","80"
"Quien ama lisa","127"
"More speak English than Spanish","32"
" @daireen anya  sí ,lo siento no me di cuenta,el autocorrector 😅😅","36"
"Igual yo ajaha","14"
" @Jonathan Gonzales  ERES BLINK BOY??","7"
"Guys if you comeback here on the MV, leave a like or reply to every comment so they will get NOTIFIED.","1"
"Blinks vamos por esos 900M","15"
"el fandom no tiene género","15"
" @☆JISOOCRISTOTUPATRONA☆  calmate un toque flaca ningún fandom tiene género.","10"
" @Jiminista  Yo no dije eso simplemente fue una pregunta","7"
" @☆JISOOCRISTOTUPATRONA☆  blink no tiene genero","5"
" @tearssmoon alight motion   Nadie dijo que tenía genero,  simplemente le pregunte,por que era  el primer comentario de un chico blink que vi,ya que algunos usan el celular del padre o madre para poder ver los videos  igual me parece bien que haya chicos que escuche no le veo nada de malo:3","9"
" @☆JISOOCRISTOTUPATRONA☆  pero puso ""blink boy"" Solo es blink no puedes decir blink girl o blink boy","7"
"Muchisimas gracias🙏","185"
"Tambien soy army y estoy apoyando esta joyita :)","267"
"Y si tiene un coro muy pegajoso","141"
"Sim","35"
"Gracias belles se les quiere :"")","130"
"Teamokulona","44"
" @☆JISOOCRISTOTUPATRONA☆  me too","29"
"BLINKS 🖤💗","102"
"Bakaaa","15"
"Graciassss
Ven que podemos lograrlo ??no hay necesidad de pelear entre fandoms....
En fin:BLINK y ARMY herman@s....","204"
"lol","2"
"No se porq no me gusto,me gusta todas sus anteriores canciones :v","50"
"Me encanto a mi el concepto, le mete diferentes ritmos y eso es excelente, y se ven bien pinshis preciosas las 4 😍","155"
"YG : Q las metamos otro año mas dice :v","102"
"​ Carmen Jared  jajajajajaja YG huele el amor a esta agrupacion xD sabe como tenernos pegados pidiendo por ellas","47"
" @Dav Gom  jjajjaajjjaaj estás ciega 😒🙄","44"
"Yo ame la canción y eso k no soy del todo blink","52"
" @Carmen BlinkReveluvs  jajajajaja","14"
" @Fernanda Peña  jajajaja cada quien con sus gustos jajaja","17"
"Hola,tô hablo português","20"
" @Lujan Vera  dejen de joder ningún grupo es sus patrones, ningún grupo de kpop es el mejor, ningún grupo nada.","23"
"Yess Jisoo","580"
"Exactlyyyyyyyy, omg i love her so much","548"
"Yess I was thinking the same thing each comeback she gets better and better","405"
"Ikr people need to appreciate her WAY more.","293"
"Yeeeee 😆🤍","88"
"First thing I noticed 😍","116"
"Yess Also her Visual are Finally HERE! 
She looks stunning!!","170"
"YESSSS","64"
"jisoo underrated queen","162"
"YESSSS","52"
"I agree","362"
"Thank you! I have never seen other fandoms be nice to Blackpink so this is refreshing. ❤️","934"
"Mehresa Heartening ?","47"
"Mehresa Heartening I don’t like exo? LOL","34"
"Jisung and Chanyeol Bae umm if your gonna be rude then we wont listen to them","343"
"Hila Ok dont use emojis or the v*ews get frozen :)","49"
" @God Almighty  wdym by that?","154"
"God Almighty that’s rude","168"
"💕💕💕💕💕💕","15"
"Same I’m not a blink, but this song is really good. I’m probably gonna spam it and my parents are going to be annoyed again because I’m gonna blast music again 🙃","206"
"Kim jisso","59"
"Jennie queen","40"
"Jisooo Queen❤❤😍😍😍 jisso id the best👑👑👑❤❤","61"
"How like that","31"
"Omg solo stan 😏","16"
" @*Mari que para tudo*  😍","4"
"Superr","6"
"todas queen","51"
" @lalala._.  who said otherwise?","0"
